series,mmsi,source,sourceid,datetime,callsign,class,flag,imo,name
19733,367153930,MarineTraffic.com,367153930,2014-07-24,WDD5515,Passenger,USA,,STEILACOOM 2
19732,367309480,MarineTraffic.com,367309480,2014-07-24,WDD9292,Port Tender,USA,,IVANOFF
19731,367315790,MarineTraffic.com,367315790,2014-07-24,WDD9745,Tug,USA,,LORI B
19730,367315830,MarineTraffic.com,367315830,2014-07-24,WDD9748,Tug,USA,,MARY B
19729,367327440,MarineTraffic.com,367327440,2014-07-24,WDE2619,Tug,USA,,KATHRYN B
19728,367341010,MarineTraffic.com,367341010,2014-07-24,WDE3569,Self discharging bulk carrier,USA,7366398,MANITOWOC
19727,367342360,MarineTraffic.com,367342360,2014-07-24,WDE3657,Pleasure Craft,USA,,CORAZON DE LEON
19726,367344240,MarineTraffic.com,367344240,2014-07-24,WDE3787,Tug,USA,,ROSSISLE
19725,367344360,MarineTraffic.com,367344360,2014-07-24,WDE3797,Tug,USA,,FORT POINT
19724,367347050,MarineTraffic.com,367347050,2014-07-24,WDC5827,Tug,USA,,BETTY LOU
19723,367347840,MarineTraffic.com,367347840,2014-07-24,,Tug,USA,,BOWDITCH
19722,367349770,MarineTraffic.com,367349770,2014-07-24,WDE4178,Tug,USA,7531838,POINT FERMIN
19721,367350770,MarineTraffic.com,367350770,2014-07-24,WDE4290,Passenger,USA,,BAY ROCKET
19720,367363590,MarineTraffic.com,367363590,2014-07-24,WDE5220,Tug,USA,,CLARKSTON
19719,367371510,MarineTraffic.com,367371510,2014-07-24,WDE5778,Tug,USA,,DAVID L GRIGGS
19718,367384610,MarineTraffic.com,367384610,2014-07-24,WDE6770,Tug,USA,9430492,AMERICA
19717,367387230,MarineTraffic.com,367387230,2014-07-24,WDE6970,Tug,USA,,SANDWICK
19716,367396670,MarineTraffic.com,367396670,2014-07-24,WDE7712,Tug,USA,,Z THREE
19715,367400370,MarineTraffic.com,367400370,2014-07-24,WDE8006,Pleasure Craft,USA,,GEORGIA LEE
19714,367407480,MarineTraffic.com,367407480,2014-07-24,WDE8606,Tug,USA,,SARATOGA
19713,367409260,MarineTraffic.com,367409260,2014-07-24,WDE8761,Articulated pusher tug,USA,8955732,DOROTHY ANN
19712,367419340,MarineTraffic.com,367419340,2014-07-24,WDE9621,Other,USA,,DELTA CATHRYN
19711,367419960,MarineTraffic.com,367419960,2014-07-24,WDE9673,Unspecified,USA,,DAUBY
19710,367425520,MarineTraffic.com,367425520,2014-07-24,WDF2159,Passenger,USA,,SCORPIO
19709,367425870,MarineTraffic.com,367425870,2014-07-24,WDF2194,Tug,USA,,HUSKY
19708,367434210,MarineTraffic.com,367434210,2014-07-24,WDF2989,Passenger,USA,,FIORELLO LAGUARDIA
19707,367438020,MarineTraffic.com,367438020,2014-07-24,WDF3270,Tug,USA,,WILLAMETTE CHAMPION
19706,367441530,MarineTraffic.com,367441530,2014-07-24,WDF3575,Tug,USA,,TIGER
19705,367450950,MarineTraffic.com,367450950,2014-07-24,WDF4361,High Speed Craft,USA,,SUSITNA
19704,367453850,MarineTraffic.com,367453850,2014-07-24,WDF4613,Pilot Vessel,USA,,SEAWAY PILOT IV
19703,367470130,MarineTraffic.com,367470130,2014-07-24,WDF6053,Inland supply vessel,USA,8987565,CJ STAR
19702,367474960,MarineTraffic.com,367474960,2014-07-24,WDF6504,Port Tender,USA,,BRAVE ARROW
19701,367476050,MarineTraffic.com,367476050,2014-07-24,WDF6614,Dredger,USA,,CLACKAMAS
19700,367476120,MarineTraffic.com,367476120,2014-07-24,WDF6620,Tug,USA,,WL WILLIAMS
19699,367479990,MarineTraffic.com,367479990,2014-07-24,WDF6991,Ro-ro/passenger ship,USA,9618331,KENNEWICK
19698,367480250,MarineTraffic.com,367480250,2014-07-24,WDF7019,Pusher tug,USA,8635227,OLIVE L.MOORE
19697,367480260,MarineTraffic.com,367480260,2014-07-24,WDF7020,Cargo barge,USA,5293341,JAMES L.KUBER
19696,367492440,MarineTraffic.com,367492440,2014-07-24,WDF8199,Tug,USA,,OLD BULL
19695,367496010,MarineTraffic.com,367496010,2014-07-24,WDF8544,Passenger,USA,,DELIVERANCE
19694,367504690,MarineTraffic.com,367504690,2014-07-24,WDF9394,Tug,USA,,WALLACE E
19693,367508240,MarineTraffic.com,367508240,2014-07-24,WDF9730,Tug,USA,,RED GRIFFIN
19692,367508310,MarineTraffic.com,367508310,2014-07-24,ZPRT,Tug,USA,,TEBICUARY 01
19691,367513120,MarineTraffic.com,367513120,2014-07-24,WDG2194,Tug,USA,8851027,CASCADES
19690,367513130,MarineTraffic.com,367513130,2014-07-24,WDG2195,Tug,USA,,CHINOOK
19689,367513140,MarineTraffic.com,367513140,2014-07-24,WDG2196,Tug,USA,8851039,CLEARWATER
19688,367513150,MarineTraffic.com,367513150,2014-07-24,WDG2197,Tug,USA,7042899,COLUMBIA
19687,367513160,MarineTraffic.com,367513160,2014-07-24,WDG2198,Inland supply vessel,USA,9158068,DESCHUTES
19686,367513170,MarineTraffic.com,367513170,2014-07-24,WDG2199,Tug,USA,8652964,LASSEN
19685,367513210,MarineTraffic.com,367513210,2014-07-24,WDG2202,Tug,USA,8851015,UMATILLA
19684,367513220,MarineTraffic.com,367513220,2014-07-24,WDG2203,Tug,USA,9060106,VANCOUVER
19683,367513230,MarineTraffic.com,367513230,2014-07-24,WDG2204,Tug,USA,8972998,WILLAMETTE
19682,367516730,MarineTraffic.com,367516730,2014-07-24,WDG2546,Tug,USA,,STACY T
19681,367525230,MarineTraffic.com,367525230,2014-07-24,WDG3360,Tug,USA,,KEN BOOTHE SR
19680,367530040,MarineTraffic.com,367530040,2014-07-24,WDC3825,Tug,USA,,WASHINGTON
19679,367530080,MarineTraffic.com,367530080,2014-07-24,WDG3830,Tug,USA,,SOMMER S
19678,368067000,MarineTraffic.com,368067000,2014-07-24,WDE6604,Offshore supply ship,USA,9472361,HOS EAGLEVIEW
19677,368612000,MarineTraffic.com,368612000,2014-07-24,WDF4649,High Speed Craft,USA,,RICH PASSAGE 1
19676,369062000,MarineTraffic.com,369062000,2014-07-24,WDA6378,Passenger,USA,,PRINCE OF WALES
19675,369970415,MarineTraffic.com,369970415,2014-07-24,NUXK,Pilot Vessel,USA,,WASHTUCNA YT801
19674,369970576,MarineTraffic.com,369970576,2014-07-24,,Other,USA,,ASC IL FA150
19673,369992000,MarineTraffic.com,369992000,2014-07-24,NBGB,Icebreaker,USA,9271054,MACKINAW
19672,370472000,MarineTraffic.com,370472000,2014-07-24,TUGCI,Tug,Panama,,CHIRIQUI III
19671,370498000,MarineTraffic.com,370498000,2014-07-24,TUGLI,Tug,Panama,,LIDER
19670,370592000,MarineTraffic.com,370592000,2014-07-24,3ETK5,Oil products tanker,Panama,9438224,VALME B
19669,370920000,MarineTraffic.com,370920000,2014-07-24,3FOW4,Bunkering tanker,Panama,8117809,PANABUNKER ONCE
19668,371256000,MarineTraffic.com,371256000,2014-07-24,HO4018,Tug,Panama,7101889,SEAHORSE
19667,371835000,MarineTraffic.com,371835000,2014-07-24,HO7042,Oil products tanker,Panama,5384310,CYPRESS POINT
19666,371904000,MarineTraffic.com,371904000,2014-07-24,TUGUN,Tug,Panama,,UNIDAD
19665,372297000,MarineTraffic.com,372297000,2014-07-24,TUGLS,Unspecified,Panama,,LOS SANTOS
19664,372440000,MarineTraffic.com,372440000,2014-07-24,HP6821,Other,Panama,,BIG DOLPHIN
19663,372581000,MarineTraffic.com,372581000,2014-07-24,HO2054,Landing craft,Panama,9028146,MACALLAN
19662,372741000,MarineTraffic.com,372741000,2014-07-24,TUGCN,Tug,Panama,,COLON
19661,372914000,MarineTraffic.com,372914000,2014-07-24,TUGES,Tug,Panama,,ESPERANZA
19660,373007000,MarineTraffic.com,373007000,2014-07-24,HO-8664,Tug,Panama,9540390,CAPO NOLI
19659,373203000,MarineTraffic.com,373203000,2014-07-24,XCNQ4,Tug,Panama,8906169,V.B.CALIFORNIA
19658,375623000,MarineTraffic.com,375623000,2014-07-24,J8B4311,Tug,St Vincent Grenadines,9571480,PACHACAMAC
19657,375634000,MarineTraffic.com,375634000,2014-07-24,,,,,O
19656,375684000,MarineTraffic.com,375684000,2014-07-24,J8B4469,Tug,St Vincent Grenadines,9599547,NAYLAMP
19655,375990000,MarineTraffic.com,375990000,2014-07-24,J8PN7,Ro-ro/passenger ship,St Vincent Grenadines,6821066,ADMIRAL BAY 2
19653,376696000,MarineTraffic.com,376696000,2014-07-24,J8B3589,Tug,St Vincent Grenadines,8979611,MARIANELA L
19651,412520140,MarineTraffic.com,412520140,2014-07-24,BSOO,Motor hopper,China,8892162,KAI TUO 9
19650,412520150,MarineTraffic.com,412520150,2014-07-24,BSOP,Motor hopper,China,8896845,JIN QU 1
19649,412888887,MarineTraffic.com,412888887,2014-07-24,,Unspecified,China,,LONG BIAO 2601
19648,413017020,MarineTraffic.com,413017020,2014-07-24,BSTM,Unspecified,China,,JIN HANG BO 53
19646,413462240,MarineTraffic.com,413462240,2014-07-24,JM5H,Port Tender,China,,XIN HAI XING 15
19645,419057400,MarineTraffic.com,419057400,2014-07-24,AUHA,Tug,India,9327190,RELTUG TWELVE
19644,431000486,MarineTraffic.com,431000486,2014-07-24,JD2627,Other,Japan,,KAIHOU2GOU
19643,461000094,MarineTraffic.com,461000094,2014-07-24,A4DO6,Tug,Oman,9581459,DORAT AL BEHAR
19642,462016479,MarineTraffic.com,462016479,2014-07-24,PS2692,Other,,,URUCUM I
19641,466002000,MarineTraffic.com,466002000,2014-07-24,A7D6472,Suction dredger pontoon,Qatar,8500850,AL MAHAAR
19640,503023000,MarineTraffic.com,503023000,2014-07-24,VKGO,Tug,Australia,8112392,GABO
19639,503081000,MarineTraffic.com,503081000,2014-07-24,VLWA,Tug,Australia,8515518,WAMBIRI
19638,503090600,MarineTraffic.com,503090600,2014-07-24,VNFS,Tug,Australia,,BARUNGA
19637,503096300,MarineTraffic.com,503096300,2014-07-24,VJN3054,Tug,Australia,,SVITZER MERINGA
19636,503118900,MarineTraffic.com,503118900,2014-07-24,PILOT,Pilot Vessel,Australia,,GOVERNOR BOURKE
19635,503225600,MarineTraffic.com,503225600,2014-07-24,VHN4098,Pilot Vessel,Australia,,PV4 GOVERNOR BLIGH
19634,503354000,MarineTraffic.com,503354000,2014-07-24,VNFN,Tug,Australia,9185633,BELTANA
19633,503384200,MarineTraffic.com,503384200,2014-07-24,VJN3446,Tug,Australia,9530486,PB ENDEAVOUR
19632,503414800,MarineTraffic.com,503414800,2014-07-24,VJN3471,Tug,Australia,9557977,PB HERBERT
19631,503424800,MarineTraffic.com,503424800,2014-07-24,PILOT,Pilot Vessel,Australia,,PV SHEARWATER
19630,503495000,MarineTraffic.com,503495000,2014-07-24,VNW5765,Landing craft,Australia,9359428,SEAWIND 1
19629,503500700,MarineTraffic.com,503500700,2014-07-24,,Passenger,Australia,,TORRESIAN
19628,503506000,MarineTraffic.com,503506000,2014-07-24,VJWE,Tug,Australia,8409288,MARRAKAI
19627,503515000,MarineTraffic.com,503515000,2014-07-24,VNDD,Tug,Australia,9373670,SVITZER LARRAKIA
19626,503516000,MarineTraffic.com,503516000,2014-07-24,VNDC,Tug,Australia,9373682,SVITZER GINGA
19625,503518800,MarineTraffic.com,503518800,2014-07-24,MR 30,SAR,Australia,,MARINE RESCUE PK-30
19624,503523000,MarineTraffic.com,503523000,2014-07-24,VHDC,Tug,Australia,9391737,SVITZER MARLOO
19623,503528000,MarineTraffic.com,503528000,2014-07-24,VNXT,Tug,Australia,9018921,WILGA
19622,503541000,MarineTraffic.com,503541000,2014-07-24,VNAT,Trailing suction hopper dredge,Australia,8902199,DAVID ALLAN
19621,503542400,MarineTraffic.com,503542400,2014-07-24,,Passenger,Australia,,AL ROBB
19620,503544000,MarineTraffic.com,503544000,2014-07-24,VJSH,Tug,Australia,9366914,SVITZER HAMILTON
19619,503550400,MarineTraffic.com,503550400,2014-07-24,,Passenger,Australia,,QUOIN CAT
19618,503556200,MarineTraffic.com,503556200,2014-07-24,BY-30,SAR,Australia,,MARINE RESCUE BY-30
19617,503564000,MarineTraffic.com,503564000,2014-07-24,VZN7234,Tug,Australia,9011894,KAROO
19616,503574000,MarineTraffic.com,503574000,2014-07-24,VHN4825,Tug,Australia,8900672,WICKHAM
19615,503590000,MarineTraffic.com,503590000,2014-07-24,VNXL,Tug,Australia,9018945,WYONG
19614,503601600,MarineTraffic.com,503601600,2014-07-24,NA-30,Other,Australia,,MARINE RESCUE NA-30
19613,503603000,MarineTraffic.com,503603000,2014-07-24,VJ4671,Passenger,Australia,,FRESHWATER
19612,503604500,MarineTraffic.com,503604500,2014-07-24,,SAR,Australia,,MARINE RESCUE NC-30
19611,503613000,MarineTraffic.com,503613000,2014-07-24,VHMM,Oil products tanker,Australia,9565168,PARMELIA I
19610,503613700,MarineTraffic.com,503613700,2014-07-24,PS-30,SAR,Australia,,MARINE RESCUE PS-30
19609,503624000,MarineTraffic.com,503624000,2014-07-24,VHDK,Tug,Australia,9324796,SVITZER MAITLAND
19608,503625000,MarineTraffic.com,503625000,2014-07-24,VHDJ,Tug,Australia,9317896,SVITZER MYALL
19606,503646000,MarineTraffic.com,503646000,2014-07-24,VHID,Tug,Australia,9578490,SMIT AWOONGA
19605,503648000,MarineTraffic.com,503648000,2014-07-24,VHIE,Tug,Australia,9578505,SMIT TONDOON
19604,503669000,MarineTraffic.com,503669000,2014-07-24,VJQ2196,Reserved,Australia,,QUANDAMOOKA
19603,503674000,MarineTraffic.com,503674000,2014-07-24,VZN7235,Tug,Australia,9011909,KOONA
19602,503692000,MarineTraffic.com,503692000,2014-07-24,VJD3679,Landing craft,Australia,9550656,TOLL DRAGONFLY
19601,503698000,MarineTraffic.com,503698000,2014-07-24,VJN3664,Landing craft,Australia,9550723,TOLL FIREFLY
19600,503711000,MarineTraffic.com,503711000,2014-07-24,VHDR,Tug,Australia,9554327,SVITZER HARRIER
19599,503717000,MarineTraffic.com,503717000,2014-07-24,VHDQ,Tug,Australia,9554315,SVITZER ALBATROSS
19598,512000321,MarineTraffic.com,512000321,2014-07-24,ZMT2685,Pilot Vessel,New Zealand,,WELLINGTON PILOT
19597,512000327,MarineTraffic.com,512000327,2014-07-24,ZMT2755,Tug,New Zealand,9411886,BREAM BAY
19596,525015057,MarineTraffic.com,525015057,2014-07-24,YFED,General cargo,Indonesia,9038579,KAMORA
19595,525015058,MarineTraffic.com,525015058,2014-07-24,YGGS,Pusher tug,Indonesia,9175547,TEMBAGA 3
19594,525019052,MarineTraffic.com,525019052,2014-07-24,YCXM,Trailing suction hopper dredge,Indonesia,8016926,IRIAN JAYA
19593,525525525,MarineTraffic.com,525525525,2014-07-24,YHHX,Other,Indonesia,,PUTRI SRITANJUNG I
19592,527000001,MarineTraffic.com,527000001,2014-07-24,CB2121,Unspecified,,,JAV
19591,533875000,MarineTraffic.com,533875000,2014-07-24,9MIC2,Unspecified,Malaysia,,MUHIBBAH-JB1
19590,540000240,MarineTraffic.com,540000240,2014-07-24,FG8786,Fishing,New Caledonia,,MARY D PRINCESS
19589,540000810,MarineTraffic.com,540000810,2014-07-24,FWY0,Passengers ship,New Caledonia,8741155,NYIE DJEU
19588,540010400,MarineTraffic.com,540010400,2014-07-24,FLSS,Oil/chemical tanker,New Caledonia,9119440,GRETE THERESA
19587,565345000,MarineTraffic.com,565345000,2014-07-24,9V8348,Tug,Singapore,9571935,TAYCO AMPATO
19586,565742000,MarineTraffic.com,565742000,2014-07-24,9V7323,Chemical tanker,Singapore,9254965,SERRA THERESA
19585,576316000,MarineTraffic.com,576316000,2014-07-24,YJVH7,Other,Vanuatu,,DB SUPERIOR PRIDE
19584,576386000,MarineTraffic.com,576386000,2014-07-24,YJQN5,Anchor handling vessel,Vanuatu,7368865,GOLIATH TIDE
19583,576939000,MarineTraffic.com,576939000,2014-07-24,YJUH2,Offshore supply ship,Vanuatu,8213122,SPSL BONNY SERVICE
19582,590220256,MarineTraffic.com,590220256,2014-07-24,5NHT,Unspecified,,,VOLJURA
19581,601085000,MarineTraffic.com,601085000,2014-07-24,ZR3519,Unspecified,South Africa,,CRANE
19580,601155000,MarineTraffic.com,601155000,2014-07-24,ZR 5328,Other,South Africa,,IMPISI
19579,601159800,MarineTraffic.com,601159800,2014-07-24,ZR9040,Tug,South Africa,9501409,SIYAKHULA
19578,601739000,MarineTraffic.com,601739000,2014-07-24,ZRSB,Fishery patrol vessel,South Africa,9288679,SARAH BAARTMAN
19577,610000001,MarineTraffic.com,610000001,2014-07-24,TYAA1,Tug,Benin,9610937,AMERIQUE
19576,611000000,MarineTraffic.com,611000000,2014-07-24,,Other,Botswana,,T78501
19575,613001000,MarineTraffic.com,613001000,2014-07-24,EH8DB,Other,Cameroon,,NONSUCH
19574,616903000,MarineTraffic.com,616903000,2014-07-24,D6FN4,Passengers ship,Comoros,8327571,ALULI
19573,621819000,MarineTraffic.com,621819000,2014-07-24,J2HI,Tug,Djibouti,9366768,SULTAN HABIB A.HOUMED
19572,621819001,MarineTraffic.com,621819001,2014-07-24,J2HJ,Tug,Djibouti,9366794,SULTAN HOUMED L.BOKO
19571,621819003,MarineTraffic.com,621819003,2014-07-24,J2HL,Tug,Djibouti,9540429,RAS SYAN
19570,625011000,MarineTraffic.com,625011000,2014-07-24,E3AA,Ro-ro cargo,Eritrea,7812880,YOHANA
19569,632001000,MarineTraffic.com,632001000,2014-07-24,3XKD,Tug,Guinea,9596088,KORKA DIALLO
19568,634118000,MarineTraffic.com,634118000,2014-07-24,5ZZF,Passenger,Kenya,,LIKONI
19567,635000270,MarineTraffic.com,635000270,2014-07-24,FGE3756,Unspecified,Antarctica,,SURFER 1817
19564,645165000,MarineTraffic.com,645165000,2014-07-24,3BLR,Unspecified,Mauritius,5358,DN56
19563,645307000,MarineTraffic.com,645307000,2014-07-24,3BRD,Tug,Mauritius,,DN 92
19562,647731400,MarineTraffic.com,647731400,2014-07-24,5RXY,Tug,Madagascar,9048196,EHOALA TROZO
19561,647731401,MarineTraffic.com,647731401,2014-07-24,5RYA,Tug,Madagascar,9048184,EHOALA TOLY
19560,650001000,MarineTraffic.com,650001000,2014-07-24,C9N498,Suction hopper dredger,Mozambique,9217723,ARUANGWA
19559,650117000,MarineTraffic.com,650117000,2014-07-24,C9N2801,Trailing suction hopper dredge,Mozambique,9391842,ALCANTARA SANTOS
19558,650126000,MarineTraffic.com,650126000,2014-07-24,C9N2784,Trans shipment vessel,Mozambique,9413133,BRONAGH J
19557,650129000,MarineTraffic.com,650129000,2014-07-24,C9Y36,Other,Mozambique,,LUALUA
19556,657011000,MarineTraffic.com,657011000,2014-07-24,5NBBR,Tug,Nigeria,,0HAFIA
19555,657011002,MarineTraffic.com,657011002,2014-07-24,5NBBT,Tug,Nigeria,9252694,MANGU
19554,657011003,MarineTraffic.com,657011003,2014-07-24,5NBBU,Tug,Nigeria,9252682,GUSAU
19553,657011004,MarineTraffic.com,657011004,2014-07-24,5NBBV,Tug,Nigeria,9252709,ASAGA
19552,657011005,MarineTraffic.com,657011005,2014-07-24,5NBBW,Tug,Nigeria,9252670,EMEKUKU
19551,657226000,MarineTraffic.com,657226000,2014-07-24,5NKT,Lpg tanker,Nigeria,8013259,BLUE GAS
19549,657302000,MarineTraffic.com,657302000,2014-07-24,5NMA2,Reserved,Nigeria,,MILLENIUM-I
19548,657369000,MarineTraffic.com,657369000,2014-07-24,5NMT,Tug,Nigeria,9148063,EXPLORER
19547,657405000,MarineTraffic.com,657405000,2014-07-24,5NQL2,Offshore supply ship,Nigeria,7404073,JP BLESSING
19546,657713000,MarineTraffic.com,657713000,2014-07-24,P174,Unspecified,Nigeria,,NNS BURUTU
19545,657931000,MarineTraffic.com,657931000,2014-07-24,5NUW2,Passenger,Nigeria,,FIELD MARSHAL
19543,664393000,MarineTraffic.com,664393000,2014-07-24,P31,Military Ops,Seychelles,,PB LE VIGILANT
19542,667003267,MarineTraffic.com,667003267,2014-07-24,9LY2464,Crew boat,Sierra Leone,9085778,SAKRA TRANSPORTER
19541,667789000,MarineTraffic.com,667789000,2014-07-24,9LB2188,Offshore supply ship,Sierra Leone,8206856,LOVE
19538,700000000,MarineTraffic.com,700000000,2014-07-24,A,Pilot Vessel,,,ACACIA
19537,701000002,MarineTraffic.com,701000002,2014-07-24,ZPPO,Tug,Argentina,,RIO DE LA PLATA
19536,701000590,MarineTraffic.com,701000590,2014-07-24,LW 2817,Tug,Argentina,8867909,PAPU VIENTO
19535,701000643,MarineTraffic.com,701000643,2014-07-24,LW 7121,Pilot Vessel,Argentina,,DRAKE
19534,701000647,MarineTraffic.com,701000647,2014-07-24,LW8563,Pilot Vessel,Argentina,,ALUEN
19533,701000669,MarineTraffic.com,701000669,2014-07-24,LW8580,Fishing,Argentina,,MAR NOVIA I
19532,701000696,MarineTraffic.com,701000696,2014-07-24,LW 9317,Fishing,Argentina,,TABEIRON
19531,701000740,MarineTraffic.com,701000740,2014-07-24,LW2850,Pilot Vessel,Argentina,,ANTARTICA
19530,701000792,MarineTraffic.com,701000792,2014-07-24,LW 2814,Tug,Argentina,7337567,ALBACORA
19529,701000800,MarineTraffic.com,701000800,2014-07-24,LW9722,Fishing,Argentina,,VIEIRASA 16
19528,701000838,MarineTraffic.com,701000838,2014-07-24,LW9255,Passenger,Argentina,,EZEQUIEL MB
19527,701000856,MarineTraffic.com,701000856,2014-07-24,LW 7132,Fishing,Argentina,,ROSARIO G
19526,701000873,MarineTraffic.com,701000873,2014-07-24,LW 2614,Unspecified,Argentina,,B/R.VIENTO
19525,701000898,MarineTraffic.com,701000898,2014-07-24,LW3079,Passenger,Argentina,,USHUAIA EXPLORER
19524,701000967,MarineTraffic.com,701000967,2014-07-24,LW 4298,Unspecified,Argentina,,ELISABETTA
19523,701006045,MarineTraffic.com,701006045,2014-07-24,LW9898,Tug,Argentina,,HURACAN
19522,701006050,MarineTraffic.com,701006050,2014-07-24,LW4818,Fishing,Argentina,,SAN MATIAS
19521,701006060,MarineTraffic.com,701006060,2014-07-24,LW 8902,Fishing,Argentina,,VIEIRASA QUINCE
19520,701006070,MarineTraffic.com,701006070,2014-07-24,LW 6402,Passenger,Argentina,,ANA B
19519,701006089,MarineTraffic.com,701006089,2014-07-24,LW 4552,Tug,Argentina,,ONA TITAN
19518,701006107,MarineTraffic.com,701006107,2014-07-24,LW4124,Tug,Argentina,8014813,ONA TEMPLE
19517,701006112,MarineTraffic.com,701006112,2014-07-24,LW 6188,Tug,Argentina,7435515,MIURA
19516,701006115,MarineTraffic.com,701006115,2014-07-24,LW9039,Unspecified,Argentina,,GITAN
19514,701006131,MarineTraffic.com,701006131,2014-07-24,LW 3317,Fishing,Argentina,,VIEIRASA 17
19513,701006150,MarineTraffic.com,701006150,2014-07-24,LW9950,Tug,Argentina,7723845,TORNADO
19512,701006167,MarineTraffic.com,701006167,2014-07-24,LW6131,Tug,Argentina,7429619,FORJADOR
19511,701006188,MarineTraffic.com,701006188,2014-07-24,LW9621,Tug,Argentina,9423384,PAMPA V
19510,701006194,MarineTraffic.com,701006194,2014-07-24,LW3251,Tug,Argentina,,KYOKKO RUA
19509,701006198,MarineTraffic.com,701006198,2014-07-24,LW 9047,Passenger,Argentina,,EDUARDO B
19508,701006200,MarineTraffic.com,701006200,2014-07-24,LW 4504,Passenger,Argentina,,MORENO JR
19507,701006221,MarineTraffic.com,701006221,2014-07-24,LW4587,Tug,Argentina,,PAMPERO I
19506,701006223,MarineTraffic.com,701006223,2014-07-24,LW9746,Pilot Vessel,Argentina,,PILOT BOAT GACELA
19505,701006244,MarineTraffic.com,701006244,2014-07-24,LW 4764,Tug,Argentina,,CAVALIER VI
19502,701006259,MarineTraffic.com,701006259,2014-07-24,LW6128,Tug,Argentina,,CAMPEADOR
19501,701006264,MarineTraffic.com,701006264,2014-07-24,LW4057,Dredger,Argentina,,ALIFAN
19500,701006267,MarineTraffic.com,701006267,2014-07-24,LW9910,Tug,Argentina,7007497,DOMADOR
19499,701006268,MarineTraffic.com,701006268,2014-07-24,LW3252,Tug,Argentina,7732092,LAZARO
19498,701006284,MarineTraffic.com,701006284,2014-07-24,LW8475,Tug,Argentina,,TEJON
19497,701006296,MarineTraffic.com,701006296,2014-07-24,LW3160,Passenger,Argentina,,DELTACAT II
19496,701006302,MarineTraffic.com,701006302,2014-07-24,LW4641,Cargo,Argentina,,D.ANA G
19495,701006306,MarineTraffic.com,701006306,2014-07-24,LW6516,Unspecified,Argentina,,ALICIA GUTNISKY
19494,701006308,MarineTraffic.com,701006308,2014-07-24,LW5908,Cargo,Argentina,,IBICUY
19493,701006309,MarineTraffic.com,701006309,2014-07-24,LW6977,Unspecified,Argentina,,BARRANQUERAS
